Description,Price,Auction,Lot number,Condition,Damage,Mileage,Date of sale
Volvo Xc90 I6 2011 Navy 3.2L vin: YV4952CZ1B1590136,1650,IAAI,28312633,Run and Drive,Front End,165535 miles (Actual),14.10.2020
Volvo S40 2.4L 2008 White 2.4L vin: YV1MS390582381094,700,IAAI,28300024,Run and Drive,Roof,98900 miles (Actual),14.10.2020
Volvo Xc60 T6 2010 White 3.0L 6 vin: YV4992DZ3A2021624,1650,Copart,52089220,Enhanced Vehicles,Minor Dent/Scratches,177492 miles (Actual),12.10.2020
Volvo S60 2.5T 2008 Maroon 2.5L 5 vin: YV1RS592182682769,975,Copart,51738160,Run And Drive,Minor Dent/Scratches,0 miles (Exempt),13.10.2020
Volvo Xc90 3.2 2008 White 3.2L 6 vin: YV4CZ982981433882,825,Copart,51635460,Run And Drive,Front End,173527 miles (Actual),13.10.2020
Volvo Xc60 3.2 2010 Black 3.2L 6 vin: YV4982DZ6A2124989,950,Copart,51624140,Run And Drive,Side,136533 miles (Exempt),13.10.2020
Volvo Xc40 T5 Momentum 2019 White 2.0L 4 vin: YV4162UK3K2136475,10500,Copart,50797070,Engine Start Program,Front End,3772 miles (Actual),13.10.2020
Volvo S40 2.4I 2009 White 2.4L 5 vin: YV1MS390292453824,800,Copart,50332370,Run And Drive,Rear End,138589 miles (Actual),13.10.2020
Volvo V70 3.2 2008 White 3.2L 6 vin: YV1BW982381034757,3000,Copart,50165980,Run And Drive,Front End,39221 mile (Actual),13.10.2020
Volvo Xc90 3.2 2008 Gray 3.2L 6 vin: YV4CY982181420238,600,Copart,49779980,Run And Drive,Side,196569 miles (Actual),13.10.2020
Volvo Xc90 3.2 2011 Black 3.2L 6 vin: YV4952CY4B1575444,2800,Copart,49103400,Run And Drive,Rear End,161676 miles (Actual),13.10.2020
Volvo Xc60 3.2 2011 Black 3.2L 6 vin: YV4952DL1B2199962,1350,Copart,48629260,Run And Drive,Front End,90158 miles (Actual),13.10.2020
Volvo Xc60 T6 2010 Black 3.0L 6 vin: YV4992DZ9A2125924,2600,Copart,48546920,Run And Drive,Rear End,124520 miles (Actual),13.10.2020
Volvo Xc90 T6 2016 Gray 2.0L 4 vin: YV4A22PL7G1057548,21000,Copart,48409810,Run And Drive,Side,78817 miles (Actual),13.10.2020
Volvo Xc90 3.2 2013 White 3.2L 6 vin: YV4952CZ7D1633042,1800,Copart,46993640,Enhanced Vehicles,Side,131127 miles (Actual),13.10.2020
Volvo Xc90 V8 2008 Green 4.4L 8 vin: YV4CZ852X81473208,1200,Copart,46510230,Run And Drive,Front End,128919 miles (Actual),13.10.2020
Volvo S60 T6 2012 Red 3.0L 6 vin: YV1902FH0C2101378,3000,Copart,46410160,Run And Drive,Front End,119103 miles (Actual),01.10.2020
Volvo S80 3.2 2013 Black 3.2L 6 vin: YV1952AS7D1171374,2550,Copart,46164340,Run And Drive,Side,97292 miles (Actual),13.10.2020
Volvo Xc90 T5 R-Design 2019 White 2.0L 4 vin: YV4102PM7K1485773,17500,Copart,45394460,Run And Drive,Front End,25962 miles (Actual),13.10.2020
Volvo S80 Platinum 2016 Black 2.0L 4 vin: YV140MAM1G1198483,7400,Copart,44636250,Run And Drive,Front End,24472 miles (Actual),13.10.2020
Volvo Xc90 3.2 2008 Black 3.2L 6 vin: YV4CN982981443176,375,Copart,39981630,Run And Drive,Front End,237428 miles (Exempt),13.10.2020
Volvo S60 T5 2012 Silver 2.4L 5 vin: YV1622FSXC2100148,450,Copart,39270740,Enhanced Vehicles,Side,0 miles (Not Actual),13.10.2020
Volvo S60 T5 2012 Black 2.4L 5 vin: YV1622FS8C2097072,2850,Copart,37918000,Run And Drive,Side,66777 miles (Actual),13.10.2020
Volvo Xc90 T8 2016 Burn 2.0L 4 vin: YV4BC0PL0G1093460,125,Copart,37267258,Enhanced Vehicles,Burn,0 miles (Not Actual),12.10.2020
Volvo Xc90 T6 2016 Blue 2.0L 4 vin: YV4A22PK1G1016338,12200,Copart,30996910,Enhanced Vehicles,Front End,70369 miles (Actual),13.10.2020
Volvo S60 T5 2012 Gray 2.5L vin: YV1622FS6C2133938,1825,IAAI,28700434,Stationary,Unknown,104730 miles (Actual),13.10.2020
Volvo S60 T5 2014 Blue 2.5L vin: YV1612FSXE2281869,1850,IAAI,28654098,Stationary,Unknown,103677 miles (Actual),13.10.2020
Volvo C70 2010 Black 2.5L vin: YV1672MC2AJ092756,725,IAAI,28637815,Stationary,Rear,113044 miles (Actual),13.10.2020
Volvo Xc90 I6 2011 Black 3.2L vin: YV4952CZ1B1578844,1350,IAAI,28636247,Stationary,Unknown,165152 miles (Actual),13.10.2020
Volvo S80 I6 Turbo 2009 White 3.0L vin: YV1AR992991105849,1950,IAAI,28612434,Run and Drive,Right Side,16006 miles (Not Required/Exempt),13.10.2020
Volvo Xc70 3.0L T6 2014 Gold 3.0L vin: YV4902BZ3E1183052,8200,IAAI,28525084,Run and Drive,Front End,57594 miles (Actual),13.10.2020
Volvo Xc60 T6 2013 Gray 3.0L vin: YV4902DZ4D2440256,2100,IAAI,28513174,Starts,Right Front,129176 miles (Actual),13.10.2020
Volvo Xc90 I6 2008 Gray 3.2L vin: YV4CZ982081484445,1225,IAAI,28510451,Run and Drive,Left Front,150413 miles (Actual),13.10.2020
Volvo S40 2011 White 2.5L vin: YV1672MS7B2534255,1375,IAAI,28475007,Starts,Front End,94502 miles (Actual),13.10.2020
Volvo Xc60 3.2L 2012 Black 3.2L vin: YV4952DL7C2262340,3550,IAAI,28456323,Run and Drive,Front End,118943 miles (Actual),13.10.2020
Volvo C70 2011 Red 2.5L vin: YV1672MC6BJ108376,1825,IAAI,28429967,Run and Drive,Storm Damage,140475 miles (Actual),13.10.2020
Volvo Xc90 2013 Black 3.2L vin: YV4952CZ5D1669232,5200,IAAI,28396013,Run and Drive,Front End,67522 miles (Actual),13.10.2020
Volvo Xc90 Momentum 2017 Black 2.0L vin: YV4102KK8H1150911,12125,IAAI,28367129,Stationary,Front End,66401 mile (Actual),13.10.2020
Volvo Xc60 Momentum 2019 Black 2.0L vin: LYV102RK4KB383869,18600,IAAI,28343824,Run and Drive,Left Front,6884 miles (Actual),13.10.2020
Volvo S60 T5 2013 Silver 2.5L vin: YV1612FS8D1207242,2725,IAAI,28340129,Run and Drive,Front End,99770 miles (Actual),13.10.2020
Volvo Xc90 I6 2011 Navy 3.2L vin: YV4952CZ1B1590136,1275,IAAI,28312633,Run and Drive,Front End,165535 miles (Actual),13.10.2020
Volvo S40 2.4L 2008 White 2.4L vin: YV1MS390582381094,450,IAAI,28300024,Run and Drive,Roof,98900 miles (Actual),13.10.2020
Volvo S60 Inscription 2018 White 2.0L vin: LYV402TKXJB168016,3300,IAAI,28244919,Stationary,Front End,15222 miles (Actual),13.10.2020
Volvo Xc90 V8 2010 Beige 4.4L vin: YV4852CZ0A1540807,725,IAAI,28210813,Run and Drive,Front End,177047 miles (Not Required/Exempt),13.10.2020
Volvo Xc90 I6 2010 Black 3.2L vin: YV4982CY6A1533864,1125,IAAI,28187573,Run and Drive,Front End,184181 mile (Not Required/Exempt),13.10.2020
Volvo S60 T5 Drive-E Premier Plus 2015 Black 2.0L vin: YV140MFC7F2317730,4100,IAAI,28144690,Run and Drive,Front End,60718 miles (Actual),13.10.2020
Volvo Xc90 R Design 2011 Red 3.2L vin: YV4952CT4B1598484,3350,IAAI,28082819,Run and Drive,Front End,132121 mile (Actual),13.10.2020
Volvo S60 T5 2013 Black 2.5L vin: YV1612FSXD2234243,2600,IAAI,28001425,Run and Drive,Front End,76450 miles (Actual),13.10.2020
Volvo Xc60 T5 Drive-E Premier 2016 Silver 2.0L vin: YV440MDK1G2830079,4300,IAAI,27925225,Stationary,Front End,54197 miles (Actual),13.10.2020
Volvo Xc70 2008 Blue 3.2L vin: YV4BZ982081026609,1300,IAAI,27790236,Run and Drive,Front End,134168 miles (Actual),13.10.2020
Volvo Xc60 T5 2016 White 2.0L vin: YV440MDJ4G2850186,7700,IAAI,27724625,Starts,Right Front,94662 miles (Actual),13.10.2020
Volvo Vn Vnl 2016 Brown vin: 4V4NC9EH7GN967402,2125,IAAI,27567135,Unknown,Total Burn,99999 miles (Not Actual),13.10.2020
Volvo Vn Vnl 2011 Red vin: 4V4NC9TGXBN532621,3025,IAAI,27510915,Unknown,All Over,1 mile (Not Actual),13.10.2020
Volvo S60 Premier 2015 White 2.0L vin: YV140MFK6F1343135,7050,IAAI,27379301,Run and Drive,Right Side,23526 miles (Actual),13.10.2020
Volvo S60 T5 2012 Silver 2.5L vin: YV1622FS1C2039644,2000,IAAI,28501323,Starts,Front End,54690 miles (Actual),13.10.2020
Volvo S60 T5 2013 Blue 2.5L 5 vin: YV1612FS2D2194594,3050,Copart,51234150,Run And Drive,Front End,40583 miles (Actual),12.10.2020
Volvo S40 2.4I 2008 Gray 2.4L 5 vin: YV1MS382782386445,450,Copart,50999840,Run And Drive,Minor Dent/Scratches,275995 miles (Exempt),09.10.2020
Volvo S60 Premier 2015 White 2.0L 4 vin: YV140MFKXF2367139,4150,Copart,50982290,Run And Drive,Front End,61908 miles (Actual),12.10.2020
Volvo S60 T5 2013 Black 2.5L 5 vin: YV1612FSXD2191586,3000,Copart,50845010,Run And Drive,Rear End,75929 miles (Actual),09.10.2020
Volvo Xc60 T5 Inscription 2019 White 2.0L 4 vin: LYV102RL6KB246151,26750,Copart,50753450,Engine Start Program,Side,13828 miles (Actual),12.10.2020
Volvo C30 T5 2008 Silver 2.5L 5 vin: YV1MK672982051187,1650,Copart,50658800,Run And Drive,Minor Dent/Scratches,168237 miles (Exempt),09.10.2020
Volvo V60 T5 Premier 2016 Black 2.0L 4 vin: YV140MEKXG1319813,2500,Copart,50574030,Enhanced Vehicles,Water/Flood,96779 miles (Actual),12.10.2020
Volvo Xc60 T5 Inscription 2017 Blue 2.0L 4 vin: YV440MRU7H2141093,11600,Copart,50091490,Run And Drive,Top/Roof,65222 miles (Actual),12.10.2020
Volvo S60 T5 2012 White 2.4L 5 vin: YV1622FS3C2037295,1900,Copart,49680860,Enhanced Vehicles,Damage History,132436 miles (Not Actual),12.10.2020
Volvo Xc60 3.2 2010 White 3.2L 6 vin: YV4982DL4A2126705,1650,Copart,49247350,Run And Drive,Front End,161263 miles (Actual),12.10.2020
Volvo S60 T6 2012 Black 3.0L 6 vin: YV1902FH9C2080529,800,Copart,48998670,Engine Start Program,Rear End,178267 miles (Actual),12.10.2020
Volvo S40 2.4I 2010 Black 2.4L 5 vin: YV1390MS4A2491655,1300,Copart,48694330,Run And Drive,Front End,106955 miles (Actual),12.10.2020
Volvo Xc70 2008 Gray 3.2L 6 vin: YV4BZ982281001937,1350,Copart,48554880,Run And Drive,Front End,139116 miles (Actual),12.10.2020
Volvo S80 T6 2010 Silver 3.0L 6 vin: YV1992AH6A1131940,1050,Copart,48493720,Run And Drive,Front End,82404 miles (Actual),12.10.2020
Volvo S60 T5 2009 Charcoal 2.4L 5 vin: YV1RS547192726113,725,Copart,47502710,Run And Drive,Front End,115867 miles (Actual),12.10.2020
Volvo S90 T6 Inscription 2017 Blue 2.0L 4 vin: YV1A22ML5H1005807,9600,Copart,47073900,Enhanced Vehicles,Side,23254 miles (Actual),12.10.2020
Volvo Xc90 3.2 2010 Black 3.2L 6 vin: YV4982CY1A1561491,1800,Copart,46841630,Run And Drive,Front End,99203 miles (Exempt),12.10.2020
Volvo S90 T6 Momentum 2018 Brown 2.0L 4 vin: LVY992MK3JP038179,15200,Copart,46731930,Run And Drive,Rear End,36233 miles (Actual),12.10.2020
Volvo Xc60 3.2 2013 White 3.2L 6 vin: YV4952DL3D2384601,5000,Copart,46048480,Run And Drive,Rear End,92270 miles (Actual),12.10.2020
Volvo S40 T5 2010 White 2.5L 5 vin: YV1672MSXA2501085,1050,Copart,45462910,Run And Drive,Front End,147047 miles (Actual),12.10.2020
Volvo C70 T5 2013 White 2.5L 5 vin: YV1672MC3DJ138471,6800,Copart,44777360,Enhanced Vehicles,Undercarriage,48708 miles (Actual),12.10.2020
Volvo S80 3.2 2012 Silver 3.2L 6 vin: YV1952AS8C1162312,2200,Copart,44561060,Enhanced Vehicles,Front End,86096 miles (Actual),12.10.2020
Volvo Xc60 3.2 2012 Silver 3.2L 6 vin: YV4952DL9C2341881,700,Copart,43714470,Run And Drive,Front End,161443 miles (Actual),12.10.2020
Volvo Xc60 T5 Inscription 2017 Silver 2.0L 4 vin: YV440MRU4H2005522,6500,Copart,43138210,Enhanced Vehicles,All Over,0 miles (Not Actual),12.10.2020
Volvo S40 2.4I 2009 Silver 2.4L 5 vin: YV1MS382992454892,450,Copart,38203120,Engine Start Program,Front End,158062 miles (Actual),12.10.2020
Volvo S60 2.5T 2009 Silver 2.5L vin: YV1RS592592720649,700,IAAI,28668097,Run and Drive,Undercarriage,135648 miles (Actual),13.10.2020
Volvo S60 T5 2014 Black 2.5L vin: YV1612FS7E1287540,2500,IAAI,28680475,Run and Drive,Flood,1 mile (Status Unknown),12.10.2020
Volvo S40 2010 Blue 2.4L vin: YV1390MS8A2490931,850,IAAI,28662734,Run and Drive,Left Side,154080 miles (Actual),12.10.2020
Volvo V70 2008 Gray 3.2L vin: YV1BW982881052946,1475,IAAI,28633945,Run and Drive,Unknown,116751 mile (Not Required/Exempt),12.10.2020
Volvo Xc90 I6 2010 White 3.2L vin: YV4982CY3A1533191,775,IAAI,28555790,Run and Drive,Repossession,222328 miles (Not Required/Exempt),12.10.2020
Volvo Xc90 I6 2008 White 3.2L vin: YV4CZ982981445482,2725,IAAI,28497284,Run and Drive,Rear,106869 miles (Actual),12.10.2020
Volvo S60 T5 2012 Black 2.5L vin: YV1622FS6C2131400,850,IAAI,28426776,Starts,Front End,110148 miles (Actual),12.10.2020
Volvo S60 T5 2013 Silver 2.5L vin: YV1612FS3D2181739,2900,IAAI,28381938,Run and Drive,Front and Rear,116867 miles (Actual),12.10.2020
Volvo Xc60 Inscription 2017 Black 2.0L vin: YV440MDU2H2102211,8250,IAAI,28322472,Run and Drive,Right Front,36384 miles (Actual),12.10.2020
Volvo S90 Inscription 2018 Black 2.0L vin: LVY992ML3JP038918,13000,IAAI,28317429,Run and Drive,Front End,85109 miles (Actual),12.10.2020
Volvo Xc60 Momentum 2019 Black 2.0L vin: LYV102RK7KB184735,19950,IAAI,28308220,Stationary,All Over,28508 miles (Actual),12.10.2020
Volvo Xc70 3.2L 2011 Brown 3.2L vin: YV4952BL6B1097016,1375,IAAI,28286284,Run and Drive,Right Front,97175 miles (Not Actual),12.10.2020
Volvo S60 Dynamic 2017 Black 2.0L vin: YV140MTL6H2431239,5550,IAAI,28267125,Run and Drive,Front End,42152 miles (Actual),12.10.2020
Volvo S60 T6 2011 Black 3.0L vin: YV1902FHXB2003926,1125,IAAI,27808704,Stationary,Front End,75858 miles (Actual),12.10.2020
Volvo Xc90 V8 2008 Silver 4.4L vin: YV4CZ852581484326,550,IAAI,27566561,Stationary,Front End,200421 mile (Actual),12.10.2020
Volvo Xc90 T5 2018 White 2.0L vin: YV4102PKXJ1348176,17750,IAAI,27368059,Stationary,Front End,16141 mile (Not Actual),12.10.2020
Volvo Xc90 I6 2008 Blue 3.2L vin: YV4CN982681437030,775,IAAI,28411736,Starts,Mechanical,220721 mile (Not Required/Exempt),11.10.2020
Volvo Vn Vnl 2008 Unknown vin: 4V4NC9GH18N484325,2400,IAAI,28246080,Unknown,Front End,Odometer Not Required/Exempt miles (Actual),12.10.2020
Volvo S40 2.5T R-Design 2009 Red 2.5L vin: YV1MH672292461748,1500,IAAI,28172056,Run and Drive,Right Side,132994 miles (Actual),11.10.2020
Volvo C70 T5 2009 Silver 2.5L 5 vin: YV1MC67249J076650,1100,Copart,48167560,Run And Drive,Mechanical,167617 miles (Exempt),10.10.2020
Volvo Xc90 I6 2008 Dark Blue 3.2L vin: YV4CY982181424712,550,IAAI,28483223,Starts,Right Front,187917 miles (Not Required/Exempt),10.10.2020
Volvo S40 2.4L 2008 Blue 2.4L vin: YV1MS390982385701,1000,IAAI,27808351,Run and Drive,Left and Right Side,137002 miles (Actual),11.10.2020
Volvo Xc90 3.2 2008 Green 3.2L 6 vin: YV4CZ982681433273,1400,Copart,52138590,Run And Drive,Minor Dent/Scratches,205547 miles (Actual),08.10.2020
Volvo S40 2.4I 2010 Gray 2.4L 5 vin: YV1390MS6A2496257,3450,Copart,51486300,Run And Drive,Minor Dent/Scratches,88056 miles (Actual),09.10.2020
Volvo Xc90 R Design 2011 Black 3.2L 6 vin: YV4952CTXB1599039,2150,Copart,50570700,Run And Drive,Rear End,251041 mile (Actual),09.10.2020
Volvo Xc60 3.2 2011 White 3.2L 6 vin: YV4952DZ0B2154323,3550,Copart,49932870,Run And Drive,Front End,165873 miles (Not Actual),08.10.2020
Volvo S60 Dynamic 2017 Gray 2.0L 4 vin: YV140MTL2H2431576,8000,Copart,49843690,Run And Drive,Front End,24623 miles (Actual),09.10.2020
Volvo Xc40 T4 Momentum 2020 Black 2.0L 4 vin: YV4AC2HK4L2171871,13700,Copart,49781570,Run And Drive,Side,6763 miles (Actual),08.10.2020
Volvo S60 T5 2012 Black 2.4L 5 vin: YV1622FS5C2126639,525,Copart,49618870,Enhanced Vehicles,Front End,0 miles (Not Actual),09.10.2020
Volvo S60 T5 2012 Blue 2.4L 5 vin: YV1622FS3C2113887,1300,Copart,48827500,Enhanced Vehicles,Front End,105100 miles (Actual),09.10.2020
Volvo S60 T6 2014 Black 3.0L 6 vin: YV1902FH8E2285214,5200,Copart,48734560,Run And Drive,Rear End,69178 miles (Actual),09.10.2020
Volvo S90 T6 Momentum 2017 Black 2.0L 4 vin: YV1A22MK2H1003522,12800,Copart,48541160,Run And Drive,Front End,18767 miles (Actual),09.10.2020
Volvo Xc60 3.2 2013 White 3.2L 6 vin: YV4940DL0D2391741,2000,Copart,47870890,Run And Drive,Front End,147639 miles (Actual),09.10.2020
Volvo Xc90 3.2 2008 Black 3.2L 6 vin: YV4CZ982481432929,450,Copart,47708470,Run And Drive,Front End,208063 miles (Exempt),09.10.2020
Volvo C30 T5 2008 Silver 2.5L 5 vin: YV1MK672082051918,1750,Copart,47663860,Run And Drive,Front End,82597 miles (Exempt),09.10.2020
Volvo S60 T5 2013 Black 2.5L 5 vin: YV1612FS9D1215463,2300,Copart,47247270,Run And Drive,Rear End,113260 miles (Actual),09.10.2020
Volvo V60 Cross Country Premier 2015 Silver 2.5L 5 vin: YV4612HKXF1000192,6800,Copart,46822380,Run And Drive,Minor Dent/Scratches,86908 miles (Actual),09.10.2020
Volvo Xc90 3.2 2008 Silver 3.2L 6 vin: YV4CZ982681462692,725,Copart,45598830,Enhanced Vehicles,All Over,0 miles (Exempt),09.10.2020
Volvo Xc40 T4 Momentum 2019 Red 2.0L 4 vin: YV4AC2HK2K2051730,15500,Copart,44880010,Run And Drive,Front End,26199 miles (Actual),09.10.2020
Volvo S40 2.4I 2009 White 2.4L 5 vin: YV1MS382292433561,825,Copart,44862990,Enhanced Vehicles,Front End,107157 miles (Exempt),09.10.2020
Volvo V50 2.4I 2010 Blue 2.4L 5 vin: YV1390MW7A2528586,575,Copart,42802350,Enhanced Vehicles,Water/Flood,121903 miles (Actual),09.10.2020
Volvo Xc60 T5 Dynamic 2017 White 2.0L 4 vin: YV440MDR8H2038560,10600,Copart,42789680,Enhanced Vehicles,Front End,43354 miles (Actual),09.10.2020
Volvo S60 T5 2012 Red 2.4L 5 vin: YV1622FS9C2090485,1850,Copart,40884130,Run And Drive,Front End,129193 miles (Actual),09.10.2020
Volvo S80 I6 2009 Tan 3.2L vin: YV1AS982291091783,1875,IAAI,28342735,Run and Drive,Storm Damage,60864 miles (Actual),10.10.2020
Volvo S60 Dynamic 2017 Red 2.0L vin: YV140MTL3H2424362,5225,IAAI,28397351,Run and Drive,Front End,47664 miles (Actual),09.10.2020
Volvo S40 2010 Red 2.4L vin: YV1382MS3A2508203,350,IAAI,28658260,Stationary,Unknown,154091 mile (Actual),09.10.2020
Volvo S60 T5 2012 White 2.5L vin: YV1622FS2C2051057,975,IAAI,28615657,Stationary,Engine Damage,159363 miles (Actual),09.10.2020
Volvo S90 Momentum 2018 Gray 2.0L vin: LVY982MK1JP015549,11125,IAAI,28589686,Run and Drive,Front End,24362 miles (Actual),09.10.2020
Volvo S60 T5 Drive-E Premier 2015 Black 2.0L vin: YV126MFB2F2311444,3525,IAAI,28542088,Stationary,Left Side,25693 miles (Not Actual),09.10.2020
Volvo C70 2011 White 2.5L vin: YV1672MC5BJ109776,1050,IAAI,28503079,Run and Drive,Front and Rear,85784 miles (Actual),09.10.2020
Volvo Xc60 3.2L 2010 Brown 3.2L vin: YV4960DZXA2060157,1750,IAAI,28404908,Starts,Roof,175888 miles (Actual),09.10.2020
Volvo S60 T5 Drive-E Premier 2015 White 2.0L vin: YV126MFK3F1342059,4950,IAAI,28334960,Stationary,Right Side,57335 miles (Actual),09.10.2020
Volvo V70 2008 Silver 3.2L vin: YV1BW982681050791,675,IAAI,28325779,Run and Drive,Left Side,117815 miles (Not Required/Exempt),09.10.2020
Volvo S60 Momentum 2020 Beige 2.0L vin: 7JR102FK4LG072535,9775,IAAI,28242040,Stationary,Flood,85 miles (Not Actual),09.10.2020
Volvo S60 2.5T 2008 Green 2.5L vin: YV1RS592X82682849,695,IAAI,28554615,Run and Drive,Left Rear,132298 miles (Not Required/Exempt),09.10.2020
Volvo Xc60 T6/Premier 2015 White 3.0L vin: YV4902RC3F2580435,8975,IAAI,25934937,Run and Drive,Front End,50194 miles (Actual),09.10.2020
Volvo S80 3.2 2010 Brown 3.2L 6 vin: YV1982ASXA1113360,675,Copart,50929920,Run And Drive,Front End,90144 miles (Exempt),08.10.2020
Volvo Xc70 3.2 2009 Black 3.2L 6 vin: YV4BZ982791048690,1400,Copart,50426840,Run And Drive,Front End,146243 miles (Exempt),07.10.2020
Volvo S80 T6 2009 Black 3.0L 6 vin: YV1AH992091099829,300,Copart,50224440,Run And Drive,Front End,179327 miles (Actual),08.10.2020
Volvo Xc60 T6 2012 Charcoal 3.0L 6 vin: YV4902DZ8C2340322,5800,Copart,49380230,Run And Drive,Side,85931 mile (Actual),08.10.2020
Volvo Xc70 T6 2011 Brown 3.0L 6 vin: YV4902BZ1B1100410,4400,Copart,49025330,Run And Drive,Side,112778 miles (Actual),08.10.2020
Volvo S80 T6 2009 Gray 3.0L 6 vin: YV1AH992191105699,775,Copart,48807270,Run And Drive,Minor Dent/Scratches,278423 miles (Actual),07.10.2020
Volvo Xc90 R Design 2013 Gray 3.2L 6 vin: YV4952CT7D1634347,5400,Copart,47853980,Run And Drive,Front End,100830 miles (Actual),08.10.2020
Volvo C70 T5 2012 Silver 2.5L 5 vin: YV1672MC3CJ123970,2700,Copart,47575760,Run And Drive,Rear End,63595 miles (Actual),08.10.2020
Volvo Xc70 3.2 2010 Silver 3.2L 6 vin: YV4960BZ3A1086723,1350,Copart,47524130,Run And Drive,Rear End,127035 miles (Exempt),08.10.2020
Volvo S40 2.4I 2010 Silver 2.4L 5 vin: YV1382MS1A2487612,1050,Copart,46821780,Engine Start Program,Undercarriage,74880 miles (Actual),08.10.2020
Volvo S80 3.2 2009 Gray 3.2L 6 vin: YV1AS982391088875,700,Copart,46462920,Unknown,Water/Flood,0 miles (Not Actual),08.10.2020
Volvo Xc90 T6 2016 Black 2.0L 4 vin: YV4A22PK0G1092987,18600,Copart,45732290,Run And Drive,Side,42387 miles (Actual),08.10.2020
Volvo S60 2017 White 2.0L 4 vin: YV126MFL2H2421146,4600,Copart,45364190,Run And Drive,Front End,40405 miles (Actual),08.10.2020
Volvo Xc70 2008 White 3.2L 6 vin: YV4BZ982581019865,425,Copart,45158350,Enhanced Vehicles,Burn,0 miles (Exempt),08.10.2020
Volvo Xc90 3.2 2013 White 3.2L 6 vin: YV4952CZ4D1628722,3300,Copart,45070010,Run And Drive,Front End,104442 miles (Actual),25.09.2020
Volvo C30 T5 2011 Silver 2.5L 5 vin: YV1672MK3B2204323,3600,Copart,43390000,Run And Drive,Rear End,153625 miles (Actual),08.10.2020
Volvo C70 T5 2011 Silver 2.5L 5 vin: YV1672MC2BJ112389,950,Copart,41944590,Unknown,Front End,0 miles (Not Actual),08.10.2020
Volvo Vn Vnl 2019 White 15.0L 6 vin: 4V4NC9THXKN906475,13600,Copart,41685350,Unknown,All Over,0 miles (Not Actual),08.10.2020
Volvo V50 2.4I 2009 Black 2.4L 5 vin: YV1MW382792470836,225,Copart,38650300,Engine Start Program,Front End,208632 miles (Exempt),08.10.2020
Volvo S80 3.2 2008 White 3.2L 6 vin: YV1AS982781079689,1700,Copart,37288870,Run And Drive,Front End,69858 miles (Actual),08.10.2020
Volvo Xc90 I6 2008 Dark Blue 3.2L vin: YV4CN982881452094,850,IAAI,28543775,Run and Drive,Rear,227614 miles (Not Required/Exempt),08.10.2020
Volvo Xc60 3.0T 2010 Orange 3.0L vin: YV4992DZ9A2030652,1675,IAAI,28521170,Stationary,Front End,164680 miles (Actual),08.10.2020
Volvo Xc70 3.2L 2012 Black 3.2L vin: YV4952BZ1C1145608,3500,IAAI,28390334,Run and Drive,Front End,78731 mile (Actual),08.10.2020
Volvo S60 2.5T 2009 Silver 2.5L vin: YV1RS592592720649,100,IAAI,28668097,Run and Drive,Undercarriage,135648 miles (Actual),08.10.2020
Volvo S60 T5 2012 Black 2.5L vin: YV1622FS6C2038344,2400,IAAI,28646266,Run and Drive,Left Rear,80384 miles (Actual),08.10.2020
Volvo Xc90 I6 2008 Gray 3.2L vin: YV4CY982081440707,350,IAAI,28593331,Run and Drive,Mechanical,216216 miles (Not Required/Exempt),08.10.2020
Volvo S60 T5 2012 White 2.5L vin: YV1622FS2C2027180,1500,IAAI,28583656,Run and Drive,Mechanical,175214 miles (Actual),08.10.2020
Volvo S60 2.5T 2008 Black 2.5L vin: YV1RH592682680675,475,IAAI,28563557,Run and Drive,Rear,154772 miles (Actual),08.10.2020
Volvo S80 I6 2009 Silver 3.2L vin: YV1AS982891107114,1550,IAAI,28548196,Run and Drive,Front and Rear,144682 miles (Actual),08.10.2020
Volvo C30 2011 Blue 2.5L vin: YV1672MK7B2190085,2700,IAAI,28446936,Run and Drive,Front End,69963 miles (Actual),08.10.2020
Volvo Xc90 I6 2008 Blue 3.2L vin: YV4CN982681437030,675,IAAI,28411736,Starts,Mechanical,220721 mile (Not Required/Exempt),08.10.2020
Volvo S60 T5 2013 Black 2.5L vin: YV1612FS8D2207431,3075,IAAI,28366828,Run and Drive,Flood,67375 miles (Actual),08.10.2020
Volvo Xc90 I6 2008 Black 3.2L vin: YV4CZ982X81435530,1800,IAAI,28362797,Run and Drive,Left Side,96845 miles (Actual),08.10.2020
Volvo S60 2.5T 2008 Blue 2.5L vin: YV1RS592082701098,450,IAAI,28299244,Run and Drive,Rear,156163 miles (Actual),08.10.2020
Volvo Xc90 V8 2008 White 4.4L vin: YV4CZ852681457331,825,IAAI,28230905,Run and Drive,Front End,155364 miles (Not Required/Exempt),08.10.2020
Volvo Xc60 T6/Inscription 2017 Gray 2.0L vin: YV449MRU2H2032191,9500,IAAI,27733240,Stationary,Front End,21546 miles (Actual),08.10.2020
Volvo Xc90 I6 2008 Blue 3.2L vin: YV4CY982781441577,700,IAAI,28634727,Run and Drive,Left Side,244363 miles (Not Required/Exempt),08.10.2020
Volvo Vn Vnl 2016 Blue vin: 4V4NC9EJ6GN960962,450,IAAI,28068867,Unknown,Total Burn,1 mile (Not Actual),08.10.2020
Volvo Vn Vnl 2015 Unknown vin: 4V4NC9EJ4FN908955,4125,IAAI,27478950,Unknown,Front End,Odometer Not Required/Exempt miles (Actual),08.10.2020
